class_id_a,class_a,class_id_b,class_b,texture_similarity,texture_distance
35,fish,83,sausage,-0.5409110518303313,1.5409110518303313
34,fig,52,lettuce,-0.5409808563743916,1.5409808563743916
80,rice,99,white button mushroom,-0.5414505666151568,1.5414505666151568
9,blueberry,11,broccoli,-0.5415553154948807,1.5415553154948807
42,green beans,74,potato,-0.5416320631527229,1.541632063152723
50,lamb,51,lemon,-0.5419340200020581,1.5419340200020581
14,candy,87,shrimp,-0.542273531362448,1.542273531362448
13,cake,15,carrot,-0.5437017278061447,1.5437017278061447
35,fish,53,mango,-0.5441669220108372,1.5441669220108372
28,date,45,ice cream,-0.5443904424607917,1.5443904424607917
28,date,42,green beans,-0.5444838626534083,1.5444838626534083
7,bean sprouts,98,watermelon,-0.5453101463514529,1.545310146351453
51,lemon,81,salad,-0.5455862652667154,1.5455862652667154
60,onion,92,steak,-0.5456818847532905,1.5456818847532905
11,broccoli,46,juice,-0.5461869473512833,1.5461869473512833
55,milk,78,raspberry,-0.5462190357762522,1.5462190357762522
73,pork,99,white button mushroom,-0.54654227128987,1.54654227128987
24,coffee,85,shellfish,-0.5468772285068431,1.546877228506843
59,olives,80,rice,-0.5472477287961048,1.5472477287961048
32,eggplant,55,milk,-0.5481567714626272,1.5481567714626272
69,pie,83,sausage,-0.54818194335413,1.54818194335413
62,other ingredients,89,soup,-0.548793154989154,1.548793154989154
75,pudding,79,red beans,-0.5490077175624721,1.5490077175624721
49,kiwi,90,soy,-0.549085156634763,1.549085156634763
44,hanamaki baozi,45,ice cream,-0.5505541420568878,1.5505541420568878
83,sausage,87,shrimp,-0.5510889572291822,1.5510889572291822
58,okra,89,soup,-0.551381615183467,1.551381615183467
92,steak,98,watermelon,-0.5521614554203911,1.552161455420391
29,dried cranberries,40,ginger,-0.552280601242096,1.552280601242096
11,broccoli,60,onion,-0.5528705452070699,1.55287054520707
0,almond,51,lemon,-0.5531104298035796,1.5531104298035796
1,apple,78,raspberry,-0.5532023326948741,1.553202332694874
6,banana,90,soy,-0.5538592279700196,1.5538592279700196
4,avocado,97,walnut,-0.5544550097564129,1.554455009756413
2,apricot,22,chocolate,-0.5546782613541037,1.5546782613541037
35,fish,65,peach,-0.5547370573578445,1.5547370573578445
57,noodles,63,oyster mushroom,-0.5548415723462727,1.5548415723462727
10,bread,23,cilantro mint,-0.5550065743479833,1.5550065743479833
17,cauliflower,86,shiitake,-0.5550725430182557,1.5550725430182557
46,juice,49,kiwi,-0.5555289572500621,1.5555289572500621
8,biscuit,101,wine,-0.5556864219216195,1.5556864219216195
21,chicken duck,83,sausage,-0.5558832635516691,1.555883263551669
14,candy,40,ginger,-0.5570129146193674,1.5570129146193674
29,dried cranberries,62,other ingredients,-0.5575528891662933,1.5575528891662933
43,hamburg,99,white button mushroom,-0.557565882921407,1.557565882921407
9,blueberry,50,lamb,-0.5577175150658076,1.5577175150658076
6,banana,31,egg tart,-0.5577232233481317,1.5577232233481317
32,eggplant,75,pudding,-0.5579311449044562,1.5579311449044562
11,broccoli,51,lemon,-0.5580146208454169,1.5580146208454169
53,mango,73,pork,-0.558079499924621,1.558079499924621
66,peanut,70,pineapple,-0.558110988540681,1.558110988540681
51,lemon,97,walnut,-0.5585444789620626,1.5585444789620626
35,fish,99,white button mushroom,-0.558787415920541,1.558787415920541
23,cilantro mint,51,lemon,-0.559539053913416,1.559539053913416
87,shrimp,99,white button mushroom,-0.5600546282532832,1.5600546282532832
23,cilantro mint,80,rice,-0.5601442283740337,1.5601442283740337
50,lamb,55,milk,-0.5607375244889661,1.560737524488966
32,eggplant,95,tofu,-0.5615760504261311,1.5615760504261311
55,milk,86,shiitake,-0.5619918242529263,1.5619918242529263
50,lamb,91,spring onion,-0.5621770845381993,1.5621770845381993
39,garlic,74,potato,-0.5624778187980441,1.5624778187980441
71,pizza,83,sausage,-0.5625525366836479,1.562552536683648
49,kiwi,102,wonton dumplings,-0.5640494138639682,1.5640494138639682
13,cake,54,melon,-0.5641304178836899,1.56413041788369
56,milkshake,85,shellfish,-0.5641306860838537,1.5641306860838537
4,avocado,9,blueberry,-0.5644535561331443,1.5644535561331443
8,biscuit,68,pepper,-0.5645084224201502,1.5645084224201502
58,okra,102,wonton dumplings,-0.5645804449027172,1.5645804449027172
77,rape,95,tofu,-0.5646457866617351,1.5646457866617351
63,oyster mushroom,66,peanut,-0.5650619299297883,1.5650619299297883
76,pumpkin,86,shiitake,-0.5650892158594396,1.5650892158594396
76,pumpkin,92,steak,-0.5660192378905076,1.5660192378905076
81,salad,91,spring onion,-0.5661110605612398,1.5661110605612398
17,cauliflower,79,red beans,-0.5662226982329268,1.5662226982329268
36,french beans,74,potato,-0.5665173146354823,1.5665173146354823
22,chocolate,38,fried meat,-0.5665950501988224,1.5665950501988224
46,juice,78,raspberry,-0.5670233576225683,1.5670233576225683
37,french fries,78,raspberry,-0.5673526055858127,1.5673526055858127
31,egg tart,61,orange,-0.5676111428738735,1.5676111428738735
26,crab,95,tofu,-0.5678217351588688,1.5678217351588688
9,blueberry,30,egg,-0.5683088998627404,1.5683088998627404
46,juice,77,rape,-0.5685392860650176,1.5685392860650176
57,noodles,101,wine,-0.5697991121871084,1.5697991121871084
54,melon,81,salad,-0.5699403073200582,1.5699403073200582
16,cashew,56,milkshake,-0.5706548642094948,1.5706548642094948
3,asparagus,55,milk,-0.5706844674355747,1.5706844674355747
55,milk,79,red beans,-0.5706912128609023,1.5706912128609023
26,crab,68,pepper,-0.571132033149131,1.571132033149131
21,chicken duck,99,white button mushroom,-0.5713733318969068,1.5713733318969068
37,french fries,94,tea,-0.571583658767185,1.571583658767185
54,melon,92,steak,-0.5720315119652728,1.5720315119652728
27,cucumber,98,watermelon,-0.5736505200044513,1.5736505200044513
13,cake,51,lemon,-0.5736991255870496,1.5736991255870496
14,candy,102,wonton dumplings,-0.5739572663194035,1.5739572663194035
25,corn,59,olives,-0.5739889977106736,1.5739889977106736
24,coffee,31,egg tart,-0.5740515726291839,1.574051572629184
89,soup,97,walnut,-0.5744212116265461,1.5744212116265461
14,candy,50,lamb,-0.5746632037814523,1.5746632037814523
15,carrot,58,okra,-0.5748261587902213,1.5748261587902213
13,cake,60,onion,-0.5752967229018033,1.5752967229018033
31,egg tart,43,hamburg,-0.5759164521162217,1.5759164521162217
46,juice,79,red beans,-0.5761147157847875,1.5761147157847875
10,bread,19,cheese butter,-0.5762178160336489,1.5762178160336489
16,cashew,30,egg,-0.5763770893843168,1.5763770893843168
80,rice,95,tofu,-0.5764503979495899,1.5764503979495899
44,hanamaki baozi,78,raspberry,-0.5766277291884396,1.5766277291884396
43,hamburg,85,shellfish,-0.5768985946505891,1.5768985946505891
4,avocado,23,cilantro mint,-0.5774488112293623,1.5774488112293623
6,banana,32,eggplant,-0.5782562568974521,1.578256256897452
14,candy,77,rape,-0.5785086445516523,1.5785086445516523
65,peach,69,pie,-0.57889426583455,1.57889426583455
0,almond,73,pork,-0.5792462331846255,1.5792462331846255
28,date,60,onion,-0.5795011743979255,1.5795011743979255
29,dried cranberries,37,french fries,-0.5796569680105912,1.5796569680105912
7,bean sprouts,101,wine,-0.5797670477526036,1.5797670477526036
50,lamb,54,melon,-0.5803721655300413,1.5803721655300413
32,eggplant,51,lemon,-0.580438943672565,1.580438943672565
25,corn,95,tofu,-0.5809792936317713,1.5809792936317713
75,pudding,93,strawberry,-0.5812969172976461,1.581296917297646
12,cabbage,83,sausage,-0.5815086528993856,1.5815086528993856
38,fried meat,39,garlic,-0.5818876322431952,1.5818876322431952
8,biscuit,60,onion,-0.5820785011932039,1.582078501193204
29,dried cranberries,90,soy,-0.5830927426021808,1.5830927426021808
45,ice cream,93,strawberry,-0.5831064665582322,1.5831064665582322
12,cabbage,78,raspberry,-0.5832757972508973,1.5832757972508973
23,cilantro mint,90,soy,-0.583551341399982,1.583551341399982
79,red beans,88,snow peas,-0.5841042428938843,1.5841042428938843
3,asparagus,76,pumpkin,-0.5842373693368603,1.5842373693368603
37,french fries,97,walnut,-0.5845083377665978,1.5845083377665978
90,soy,96,tomato,-0.584515383249975,1.584515383249975
26,crab,78,raspberry,-0.5850322126849059,1.585032212684906
7,bean sprouts,41,grape,-0.5850554748132648,1.5850554748132648
55,milk,92,steak,-0.5853164435601645,1.5853164435601645
6,banana,7,bean sprouts,-0.5862239946329524,1.5862239946329524
75,pudding,97,walnut,-0.5878166534524976,1.5878166534524976
31,egg tart,88,snow peas,-0.5881110169166379,1.588111016916638
2,apricot,85,shellfish,-0.5893771307212563,1.5893771307212563
65,peach,66,peanut,-0.5906821023778255,1.5906821023778255
57,noodles,67,pear,-0.5909744893593922,1.5909744893593922
64,pasta,83,sausage,-0.5916336648193465,1.5916336648193465
51,lemon,66,peanut,-0.5919897507264391,1.5919897507264391
14,candy,80,rice,-0.5920521155950826,1.5920521155950826
68,pepper,71,pizza,-0.5921026651030474,1.5921026651030474
36,french beans,63,oyster mushroom,-0.5921066881180872,1.5921066881180872
18,celery stick,77,rape,-0.5925102204952841,1.5925102204952841
11,broccoli,54,melon,-0.5930434646427336,1.5930434646427336
7,bean sprouts,15,carrot,-0.593075789099923,1.593075789099923
44,hanamaki baozi,57,noodles,-0.5935527234110203,1.5935527234110203
40,ginger,83,sausage,-0.5938354764035705,1.5938354764035705
0,almond,69,pie,-0.594554162994426,1.594554162994426
14,candy,26,crab,-0.5946729095077268,1.5946729095077268
52,lettuce,85,shellfish,-0.5947719305078984,1.5947719305078984
53,mango,69,pie,-0.5950943699763982,1.5950943699763982
15,carrot,32,eggplant,-0.5953701423886795,1.5953701423886795
77,rape,88,snow peas,-0.5954615766645674,1.5954615766645674
26,crab,59,olives,-0.595815637547561,1.595815637547561
67,pear,83,sausage,-0.5958979800662321,1.595897980066232
17,cauliflower,34,fig,-0.5961043614144681,1.596104361414468
86,shiitake,90,soy,-0.5971795080141624,1.5971795080141624
10,bread,57,noodles,-0.5974072212619956,1.5974072212619956
93,strawberry,102,wonton dumplings,-0.597851943607798,1.597851943607798
24,coffee,64,pasta,-0.5978991553264035,1.5978991553264035
31,egg tart,70,pineapple,-0.5979490351981651,1.5979490351981651
13,cake,98,watermelon,-0.5983745377895562,1.5983745377895562
39,garlic,63,oyster mushroom,-0.5985376553494532,1.5985376553494532
3,asparagus,28,date,-0.5986861156960461,1.5986861156960461
99,white button mushroom,101,wine,-0.5991580834295926,1.5991580834295926
92,steak,95,tofu,-0.5992670216014995,1.5992670216014995
12,cabbage,99,white button mushroom,-0.5998783823679936,1.5998783823679936
55,milk,93,strawberry,-0.6001025400692317,1.6001025400692317
34,fig,59,olives,-0.6003090715541601,1.6003090715541601
46,juice,71,pizza,-0.6003891083263557,1.6003891083263557
39,garlic,43,hamburg,-0.6006862140954081,1.6006862140954081
0,almond,63,oyster mushroom,-0.6008005138128301,1.60080051381283
25,corn,98,watermelon,-0.6009352275078672,1.6009352275078672
59,olives,92,steak,-0.6009443576548121,1.6009443576548121
10,bread,18,celery stick,-0.6010508062979811,1.6010508062979811
7,bean sprouts,19,cheese butter,-0.6021099979317865,1.6021099979317865
18,celery stick,81,salad,-0.602670677465754,1.602670677465754
28,date,95,tofu,-0.6027541702385908,1.6027541702385908
29,dried cranberries,79,red beans,-0.6030694538616501,1.6030694538616501
0,almond,74,potato,-0.6035602988409419,1.6035602988409419
12,cabbage,19,cheese butter,-0.603674252691679,1.603674252691679
71,pizza,95,tofu,-0.6045240510863226,1.6045240510863226
45,ice cream,79,red beans,-0.6049807955147726,1.6049807955147726
10,bread,95,tofu,-0.6058273995730106,1.6058273995730106
48,king oyster mushroom,96,tomato,-0.6061981413977069,1.606198141397707
0,almond,43,hamburg,-0.6075013844354837,1.6075013844354837
23,cilantro mint,25,corn,-0.6084148093924306,1.6084148093924306
22,chocolate,30,egg,-0.6089158951425107,1.6089158951425107
75,pudding,77,rape,-0.6094315179593033,1.6094315179593033
18,celery stick,32,eggplant,-0.6095272758926047,1.6095272758926047
10,bread,60,onion,-0.6103827460914175,1.6103827460914175
4,avocado,82,sauce,-0.6104092836564121,1.6104092836564121
23,cilantro mint,48,king oyster mushroom,-0.610628645034736,1.610628645034736
44,hanamaki baozi,83,sausage,-0.6107781512102939,1.6107781512102939
48,king oyster mushroom,94,tea,-0.6110605445903063,1.6110605445903063
79,red beans,98,watermelon,-0.6111335037003816,1.6111335037003816
49,kiwi,75,pudding,-0.6114560836297627,1.6114560836297627
34,fig,60,onion,-0.6122101800829978,1.6122101800829978
39,garlic,48,king oyster mushroom,-0.6127662777362666,1.6127662777362666
12,cabbage,97,walnut,-0.612855621979433,1.612855621979433
31,egg tart,55,milk,-0.6128789207036704,1.6128789207036704
64,pasta,93,strawberry,-0.6129053312978654,1.6129053312978654
38,fried meat,65,peach,-0.6129435520516284,1.6129435520516284
29,dried cranberries,58,okra,-0.6131247235104378,1.6131247235104378
8,biscuit,59,olives,-0.6131742628989716,1.6131742628989716
7,bean sprouts,52,lettuce,-0.6139300925307216,1.6139300925307216
36,french beans,46,juice,-0.6140684602998765,1.6140684602998765
0,almond,35,fish,-0.6142920963611975,1.6142920963611975
14,candy,38,fried meat,-0.6143474464826899,1.61434744648269
90,soy,94,tea,-0.615517871621504,1.615517871621504
21,chicken duck,70,pineapple,-0.6156634310258648,1.6156634310258648
40,ginger,78,raspberry,-0.6165934382374672,1.6165934382374672
31,egg tart,76,pumpkin,-0.6166185561381523,1.6166185561381523
55,milk,97,walnut,-0.6178754453280826,1.6178754453280826
27,cucumber,82,sauce,-0.6187208293516404,1.6187208293516404
28,date,91,spring onion,-0.6195910186471607,1.6195910186471607
85,shellfish,98,watermelon,-0.6196944567728577,1.6196944567728577
90,soy,99,white button mushroom,-0.6198193392880391,1.6198193392880391
38,fried meat,91,spring onion,-0.6199046288164594,1.6199046288164594
64,pasta,88,snow peas,-0.6199091681047384,1.6199091681047384
24,coffee,92,steak,-0.6200375862314096,1.6200375862314096
48,king oyster mushroom,83,sausage,-0.620083214818389,1.620083214818389
16,cashew,25,corn,-0.6207484253690769,1.620748425369077
2,apricot,16,cashew,-0.6207837465561856,1.6207837465561856
39,garlic,73,pork,-0.6208029295949848,1.6208029295949848
17,cauliflower,92,steak,-0.6210130514964047,1.6210130514964047
0,almond,21,chicken duck,-0.6210264496543545,1.6210264496543545
12,cabbage,24,coffee,-0.6210632687358202,1.6210632687358202
3,asparagus,10,bread,-0.6214184686721529,1.621418468672153
14,candy,25,corn,-0.6215294484287996,1.6215294484287996
0,almond,56,milkshake,-0.6219582150040845,1.6219582150040845
19,cheese butter,28,date,-0.6224864893655289,1.6224864893655289
58,okra,94,tea,-0.6226857996116837,1.6226857996116837
17,cauliflower,31,egg tart,-0.624136110030399,1.624136110030399
18,celery stick,71,pizza,-0.6243225510322312,1.6243225510322312
65,peach,78,raspberry,-0.6250951547600527,1.6250951547600527
8,biscuit,14,candy,-0.625749285684857,1.625749285684857
31,egg tart,52,lettuce,-0.6257817207304315,1.6257817207304315
3,asparagus,44,hanamaki baozi,-0.6266381729002739,1.626638172900274
54,melon,71,pizza,-0.6266602175869203,1.6266602175869203
49,kiwi,74,potato,-0.6269583323687709,1.6269583323687709
80,rice,91,spring onion,-0.6273360176374794,1.6273360176374794
6,banana,28,date,-0.6273375285306915,1.6273375285306915
6,banana,81,salad,-0.6274116814556527,1.6274116814556527
49,kiwi,80,rice,-0.6281578017087068,1.6281578017087068
46,juice,86,shiitake,-0.6282836955292748,1.6282836955292748
59,olives,102,wonton dumplings,-0.6291044822810694,1.6291044822810694
20,cherry,38,fried meat,-0.629526180190535,1.629526180190535
16,cashew,28,date,-0.6299923102180864,1.6299923102180864
68,pepper,102,wonton dumplings,-0.6311487353746683,1.6311487353746683
51,lemon,86,shiitake,-0.6314391942249229,1.631439194224923
14,candy,34,fig,-0.631913747199184,1.631913747199184
32,eggplant,98,watermelon,-0.6328919545260014,1.6328919545260014
8,biscuit,41,grape,-0.6330579191827468,1.6330579191827468
45,ice cream,62,other ingredients,-0.6331595808643815,1.6331595808643815
50,lamb,60,onion,-0.6332281405222857,1.6332281405222857
18,celery stick,44,hanamaki baozi,-0.6335532174267144,1.6335532174267144
60,onion,80,rice,-0.6336303086771977,1.6336303086771977
68,pepper,81,salad,-0.6336741299806028,1.6336741299806028
2,apricot,78,raspberry,-0.6337385980536179,1.6337385980536179
64,pasta,98,watermelon,-0.6337544092780849,1.633754409278085
4,avocado,22,chocolate,-0.6337724368760935,1.6337724368760935
8,biscuit,95,tofu,-0.6339197187989221,1.633919718798922
3,asparagus,87,shrimp,-0.6350809230058894,1.6350809230058894
3,asparagus,102,wonton dumplings,-0.6352933520869868,1.6352933520869868
22,chocolate,73,pork,-0.6356333736689281,1.6356333736689281
24,coffee,87,shrimp,-0.6359235879722422,1.6359235879722422
23,cilantro mint,56,milkshake,-0.6362404373402084,1.6362404373402084
35,fish,70,pineapple,-0.6363588737792354,1.6363588737792354
13,cake,61,orange,-0.6364937262952779,1.636493726295278
53,mango,79,red beans,-0.6371017146348201,1.6371017146348201
2,apricot,39,garlic,-0.6371945298975321,1.6371945298975321
52,lettuce,71,pizza,-0.6372632213563798,1.6372632213563798
20,cherry,30,egg,-0.6387355859204724,1.6387355859204724
65,peach,73,pork,-0.6388938179625727,1.6388938179625727
10,bread,88,snow peas,-0.6391498864369423,1.6391498864369423
62,other ingredients,96,tomato,-0.6392370168507009,1.639237016850701
2,apricot,36,french beans,-0.6396227464159321,1.639622746415932
46,juice,99,white button mushroom,-0.6399831647442711,1.639983164744271
56,milkshake,78,raspberry,-0.6402042915315116,1.6402042915315116
66,peanut,98,watermelon,-0.6402782123076234,1.6402782123076234
24,coffee,40,ginger,-0.6408863462309182,1.6408863462309182
44,hanamaki baozi,99,white button mushroom,-0.6412266346254962,1.6412266346254962
44,hanamaki baozi,97,walnut,-0.6414760365036594,1.6414760365036594
16,cashew,38,fried meat,-0.6416173791957482,1.6416173791957482
31,egg tart,54,melon,-0.6419601644473187,1.6419601644473187
23,cilantro mint,63,oyster mushroom,-0.6420813647674839,1.642081364767484
87,shrimp,95,tofu,-0.6428633321139856,1.6428633321139856
16,cashew,80,rice,-0.6436623678240097,1.6436623678240097
19,cheese butter,79,red beans,-0.6442408889811984,1.6442408889811984
75,pudding,86,shiitake,-0.6443295895689993,1.6443295895689993
8,biscuit,46,juice,-0.644429317951531,1.644429317951531
2,apricot,58,okra,-0.6464398891658207,1.6464398891658207
70,pineapple,73,pork,-0.6475291237720917,1.6475291237720917
8,biscuit,76,pumpkin,-0.6483044559897466,1.6483044559897466
36,french beans,101,wine,-0.6484948154029664,1.6484948154029664
17,cauliflower,66,peanut,-0.6486774272628368,1.6486774272628368
85,shellfish,101,wine,-0.6489561459336746,1.6489561459336746
37,french fries,99,white button mushroom,-0.6491957181157171,1.649195718115717
11,broccoli,75,pudding,-0.6503429729664814,1.6503429729664814
32,eggplant,41,grape,-0.6507146833094293,1.6507146833094293
0,almond,2,apricot,-0.6507281063920811,1.6507281063920811
31,egg tart,53,mango,-0.6510285739008959,1.6510285739008959
37,french fries,83,sausage,-0.6521085077457145,1.6521085077457145
11,broccoli,95,tofu,-0.652361358737529,1.652361358737529
23,cilantro mint,44,hanamaki baozi,-0.6525021942898956,1.6525021942898956
24,coffee,34,fig,-0.654137658589306,1.654137658589306
67,pear,95,tofu,-0.6542882292059113,1.6542882292059113
30,egg,62,other ingredients,-0.6543384328038986,1.6543384328038986
60,onion,87,shrimp,-0.6547162585087773,1.6547162585087773
14,candy,81,salad,-0.6548564218490383,1.6548564218490383
85,shellfish,89,soup,-0.6552963683452266,1.6552963683452266
15,carrot,86,shiitake,-0.6556714909404828,1.6556714909404828
8,biscuit,88,snow peas,-0.6560064072746534,1.6560064072746534
2,apricot,49,kiwi,-0.6560863116729276,1.6560863116729276
23,cilantro mint,74,potato,-0.6562909310160223,1.6562909310160223
95,tofu,102,wonton dumplings,-0.6564346781785557,1.6564346781785557
7,bean sprouts,43,hamburg,-0.6566764326057282,1.6566764326057282
38,fried meat,53,mango,-0.6569762642770121,1.656976264277012
28,date,41,grape,-0.6571455203817465,1.6571455203817465
6,banana,8,biscuit,-0.6574072670664277,1.6574072670664277
6,banana,44,hanamaki baozi,-0.6582856609269463,1.6582856609269463
73,pork,98,watermelon,-0.6586708737017726,1.6586708737017726
20,cherry,73,pork,-0.6590333739104461,1.6590333739104461
25,corn,91,spring onion,-0.6593360854208983,1.6593360854208983
24,coffee,90,soy,-0.6597272531257601,1.65972725312576
38,fried meat,60,onion,-0.6601809511152654,1.6601809511152654
58,okra,101,wine,-0.6606032010825476,1.6606032010825476
40,ginger,41,grape,-0.6606154200567151,1.6606154200567151
66,peanut,76,pumpkin,-0.6608920006938375,1.6608920006938375
41,grape,81,salad,-0.6609200089328049,1.660920008932805
62,other ingredients,94,tea,-0.6609281837434264,1.6609281837434264
64,pasta,99,white button mushroom,-0.6609288513515468,1.6609288513515468
97,walnut,101,wine,-0.6610257911686581,1.6610257911686581
11,broccoli,55,milk,-0.6610336132786547,1.6610336132786547
34,fig,95,tofu,-0.6625625732623956,1.6625625732623956
19,cheese butter,85,shellfish,-0.6628663832886503,1.6628663832886503
74,potato,78,raspberry,-0.6630077963709271,1.663007796370927
0,almond,44,hanamaki baozi,-0.663290975024617,1.663290975024617
60,onion,102,wonton dumplings,-0.6633118789954775,1.6633118789954775
60,onion,67,pear,-0.6636138667942637,1.6636138667942637
10,bread,97,walnut,-0.6640345768531695,1.6640345768531695
2,apricot,57,noodles,-0.664779569410582,1.664779569410582
38,fried meat,98,watermelon,-0.6648250833354612,1.6648250833354612
14,candy,35,fish,-0.664954721991867,1.664954721991867
59,olives,71,pizza,-0.6654031685320012,1.6654031685320012
58,okra,70,pineapple,-0.6660488227270567,1.6660488227270567
0,almond,30,egg,-0.6660805782740922,1.6660805782740922
42,green beans,46,juice,-0.6661132426769045,1.6661132426769045
31,egg tart,94,tea,-0.666572095918089,1.666572095918089
87,shrimp,88,snow peas,-0.6670686403714581,1.667068640371458
51,lemon,71,pizza,-0.6672071574481022,1.6672071574481022
68,pepper,92,steak,-0.6673171481037783,1.6673171481037783
2,apricot,23,cilantro mint,-0.6673751662412561,1.6673751662412561
32,eggplant,70,pineapple,-0.6674350864845109,1.6674350864845109
14,candy,21,chicken duck,-0.6675093824045706,1.6675093824045706
54,melon,79,red beans,-0.6676823219194601,1.66768232191946
40,ginger,86,shiitake,-0.6678084778410522,1.6678084778410522
60,onion,81,salad,-0.6697326027007988,1.6697326027007988
34,fig,53,mango,-0.6699253779385765,1.6699253779385765
41,grape,77,rape,-0.6700434383927982,1.6700434383927982
29,dried cranberries,48,king oyster mushroom,-0.6701221147311776,1.6701221147311776
64,pasta,78,raspberry,-0.6701915320398644,1.6701915320398644
13,cake,95,tofu,-0.6701960250984067,1.6701960250984067
71,pizza,88,snow peas,-0.6702988663575815,1.6702988663575815
13,cake,59,olives,-0.6703448675009598,1.6703448675009598
26,crab,99,white button mushroom,-0.6704449439813245,1.6704449439813245
22,chocolate,69,pie,-0.6707053140190884,1.6707053140190884
16,cashew,87,shrimp,-0.6709925517014164,1.6709925517014164
51,lemon,58,okra,-0.6710447697255228,1.6710447697255228
25,corn,39,garlic,-0.6712827632073295,1.6712827632073295
10,bread,99,white button mushroom,-0.6719464697257713,1.6719464697257713
3,asparagus,56,milkshake,-0.6721967533827131,1.6721967533827131
8,biscuit,75,pudding,-0.6723153434110594,1.6723153434110594
88,snow peas,92,steak,-0.6723166260316522,1.6723166260316522
3,asparagus,46,juice,-0.6728426066725226,1.6728426066725226
21,chicken duck,98,watermelon,-0.6730954172398982,1.6730954172398982
50,lamb,61,orange,-0.6738470356031327,1.6738470356031327
86,shiitake,87,shrimp,-0.6739463027842767,1.6739463027842767
13,cake,24,coffee,-0.675701257584941,1.675701257584941
69,pie,70,pineapple,-0.6760381731606107,1.6760381731606107
23,cilantro mint,30,egg,-0.6767367025577693,1.6767367025577693
59,olives,81,salad,-0.6767612137493608,1.6767612137493608
67,pear,88,snow peas,-0.6770571074821627,1.6770571074821627
30,egg,93,strawberry,-0.6771275335983962,1.6771275335983962
18,celery stick,69,pie,-0.6771864611850225,1.6771864611850225
81,salad,83,sausage,-0.6772448675998901,1.67724486759989
25,corn,60,onion,-0.677314390351206,1.677314390351206
22,chocolate,35,fish,-0.6777062577104818,1.6777062577104818
50,lamb,98,watermelon,-0.6777889160644872,1.6777889160644872
76,pumpkin,97,walnut,-0.6786812114147764,1.6786812114147764
58,okra,63,oyster mushroom,-0.6787685771521828,1.6787685771521828
78,raspberry,102,wonton dumplings,-0.6787809987606006,1.6787809987606006
52,lettuce,90,soy,-0.6789087567629477,1.6789087567629477
54,melon,93,strawberry,-0.6789177683446201,1.6789177683446201
28,date,68,pepper,-0.6789269877095538,1.6789269877095538
4,avocado,20,cherry,-0.6794001354396983,1.6794001354396983
40,ginger,57,noodles,-0.6798538021367413,1.6798538021367413
39,garlic,69,pie,-0.6800212737861655,1.6800212737861655
10,bread,91,spring onion,-0.6807936287270653,1.6807936287270653
77,rape,98,watermelon,-0.6808713567340949,1.680871356734095
12,cabbage,98,watermelon,-0.6821628792973566,1.6821628792973566
11,broccoli,68,pepper,-0.682377248013252,1.682377248013252
26,crab,97,walnut,-0.6830935582824202,1.6830935582824202
7,bean sprouts,74,potato,-0.6835000193854055,1.6835000193854055
29,dried cranberries,44,hanamaki baozi,-0.6841170084583674,1.6841170084583674
14,candy,73,pork,-0.6844427182393282,1.6844427182393282
99,white button mushroom,102,wonton dumplings,-0.684755984474628,1.684755984474628
66,peanut,89,soup,-0.6848328478133476,1.6848328478133476
79,red beans,94,tea,-0.6851999810416363,1.6851999810416363
3,asparagus,101,wine,-0.685292764305292,1.685292764305292
65,peach,81,salad,-0.685910932549362,1.685910932549362
9,blueberry,80,rice,-0.6860259996920828,1.6860259996920828
7,bean sprouts,46,juice,-0.6863024990005173,1.6863024990005173
35,fish,39,garlic,-0.6864339420600336,1.6864339420600336
4,avocado,78,raspberry,-0.6869668716536976,1.6869668716536976
64,pasta,97,walnut,-0.6871448462673588,1.6871448462673588
19,cheese butter,40,ginger,-0.6872721253007881,1.687272125300788
32,eggplant,88,snow peas,-0.6877588082485138,1.6877588082485138
11,broccoli,17,cauliflower,-0.6885510147692933,1.6885510147692933
54,melon,86,shiitake,-0.6886266522459903,1.6886266522459903
0,almond,10,bread,-0.6900101941652141,1.6900101941652141
32,eggplant,54,melon,-0.6901696324320752,1.6901696324320752
89,soup,99,white button mushroom,-0.6904098970550394,1.6904098970550394
50,lamb,59,olives,-0.6927330217815726,1.6927330217815726
21,chicken duck,22,chocolate,-0.6929997577304532,1.6929997577304532
21,chicken duck,39,garlic,-0.6930072533788412,1.6930072533788412
20,cherry,80,rice,-0.6932387762655701,1.69323877626557
12,cabbage,88,snow peas,-0.6934622775049752,1.6934622775049752
55,milk,66,peanut,-0.6937201329404354,1.6937201329404354
26,crab,60,onion,-0.6939015054976907,1.6939015054976907
11,broccoli,18,celery stick,-0.6940546357563866,1.6940546357563866
16,cashew,48,king oyster mushroom,-0.694519479001195,1.694519479001195
8,biscuit,52,lettuce,-0.6947625757998512,1.6947625757998512
35,fish,98,watermelon,-0.6948560191853326,1.6948560191853326
10,bread,59,olives,-0.6953502702308414,1.6953502702308414
24,coffee,81,salad,-0.6956006716093461,1.6956006716093461
16,cashew,102,wonton dumplings,-0.6957461532415232,1.6957461532415232
29,dried cranberries,34,fig,-0.6962735013511758,1.6962735013511758
3,asparagus,30,egg,-0.6964742624840148,1.6964742624840148
37,french fries,86,shiitake,-0.6967701364718466,1.6967701364718466
31,egg tart,41,grape,-0.6978530535888012,1.6978530535888012
24,coffee,73,pork,-0.6997340977078599,1.6997340977078599
